,content,type
652,"I
I wonder if I know him
In whose speech is my voice,
In whose movement is my being,
Whose skill is in my lines,
Whose melody is in my songs
In joy and sorrow.
I thought he was chained within me,
Contained by tears and laughter,
Work and play.
I thought he was my very self
Coming to an end with my death.
Why then in a flood of joy do I feel him
In the sight and touch of my beloved?
This 'I' beyond self I found
On the shores of the shining sea.
Therefore I know
This 'I' is not imprisoned within my bounds.
Losing myself, I find him
Beyond the borders of time and space.
Through the Ages
I come to know his Shining Self
In the life of the seeker,
In the voice of the poet.
From the dark clouds pour the rains.
I sit and think:
Bearing so many forms, so many names,
I come down, crossing the threshold
Of countless births and deaths.
The Supreme undivided, complete in himself,
Embracing past and present,
Dwells in Man.
Within Him I shall find myself -
The 'I' that reaches everywhere.
",peace
653,"Hard Times

Music is silenced, the dark descending slowly
Has stripped unending skies of all companions.
Weariness grips your limbs and within the locked horizons
Dumbly ring the bells of hugely gathering fears.
Still, O bird, O sightless bird,
Not yet, not yet the time to furl your wings.


It's not melodious woodlands but the leaps and falls
Of an ocean's drowsy booming,
Not a grove bedecked with flowers but a tumult flecked with foam.
Where is the shore that stored your buds and leaves?
Where the nest and the branch's hold?
Still, O bird, my sightless bird,
Not yet, not yet the time to furl your wings.

Stretching in front of you the night's immensity
Hides the western hill where sleeps the distant sun;
Still with bated breath the world is counting time and swimming
Across the shoreless dark a crescent moon
Has thinly just appeared upon the dim horizon.
—But O my bird, O sightless bird,
Not yet, not yet the time to furl your wings.


From upper skies the stars with pointing fingers
Intently watch your course and death's impatience
Lashes at you from the deeps in swirling waves;
And sad entreaties line the farthest shore
With hands outstretched and crooning 'Come, O come!'
Still, O bird, O sightless bird,
Not yet, not yet the time to furl your wings.


All that is past: your fears and loves and hopes;
All that is lost: your words and lamentation;
No longer yours a home nor a bed composed of flowers.
For wings are all you have, and the sky's broadening countryard,
And the dawn steeped in darkness, lacking all direction.
Dear bird, my sightless bird,
Not yet, not yet the time to furl your wings!",sad
654,"I Cast My Net Into The Sea

In the morning I cast my net into the sea.

I dragged up from the dark abyss things of strange aspect and strange beauty -- some shone like a smile, some glistened like tears, and some were flushed like the cheeks of a bride.

When with the day's burden I went home, my love was sitting in the garden idly tearing the leaves of a flower.

I hesitated for a moment, and then placed at her feet all that I had dragged up, and stood silent.

She glanced at them and said, ""What strange things are these? I know not of what use they are!""

I bowed my head in shame and thought, ""I have not fought for these, I did not buy them in the market; they are not fit gifts for her.""

Then the whole night through I flung them one by one into the street.

In the morning travellers came; they picked them up and carried them into far countries.",sad
655,"Poems On Beauty

Beauty is truth's smile
when she beholds her own face in a perfect mirror.

Beauty is in the ideal of perfect harmony
which is in the universal being;
truth the perfect comprehension of the universal mind.",peace
656,"A Love Song from the North

Tell me no more of thy love, papeeha,
Wouldst thou recall to my heart, papeeha,
Dreams of delight that are gone,
When swift to my side came the feet of my lover
With stars of the dusk and the dawn?
I see the soft wings of the clouds on the river,
And jewelled with raindrops the mango-leaves quiver,
And tender boughs flower on the plain.....
But what is their beauty to me, papeeha,
Beauty of blossom and shower, papeeha,
That brings not my lover again? 
Tell me no more of thy love, papeeha,
Wouldst thou revive in my heart, papeeha
Grief for the joy that is gone?
I hear the bright peacock in glimmering woodlands
Cry to its mate in the dawn;
I hear the black koel's slow, tremulous wooing,
And sweet in the gardens the calling and cooing
Of passionate bulbul and dove....
But what is their music to me, papeeha
Songs of their laughter and love, papeeha,
To me, forsaken of love? ",sad
657,"Alabaster

LIKE this alabaster box whose art 
Is frail as a cassia-flower, is my heart, 
Carven with delicate dreams and wrought 
With many a subtle and exquisite thought.


Therein I treasure the spice and scent 
Of rich and passionate memories blent 
Like odours of cinnamon, sandal and clove, 
Of song and sorrow and life and love. 

",sad
658,"Autumn Song

Like a joy on the heart of a sorrow,
   The sunset hangs on a cloud;
A golden storm of glittering sheaves,
Of fair and frail and fluttering leaves,
   The wild wind blows in a cloud.

Hark to a voice that is calling
   To my heart in the voice of the wind:
My heart is weary and sad and alone,
For its dreams like the fluttering leaves have gone,
   And why should I stay behind? 
",sad
659,"
Corn Grinders

O little mouse, why dost thou cry 
While merry stars laugh in the sky? 


Alas! alas! my lord is dead! 
Ah, who will ease my bitter pain? 
He went to seek a millet-grain 
In the rich farmer's granary shed; 
They caught him in a baited snare, 
And slew my lover unaware: 
Alas! alas! my lord is dead.


O little deer, why dost thou moan, 
Hid in thy forest-bower alone?


Alas! alas! my lord is dead! 
Ah! who will quiet my lament?


At fall of eventide he went 
To drink beside the river-head; 
A waiting hunter threw his dart, 
And struck my lover through the heart. 
Alas! alas! my lord is dead.


O little bride, why dost thou weep 
With all the happy world asleep? 


Alas! alas! my lord is dead! 
Ah, who will stay these hungry tears, 
Or still the want of famished years, 
And crown with love my marriage-bed? 
My soul burns with the quenchless fire 
That lit my lover's funeral pyre: 
Alas! alas! my lord is dead. ",sad
660,"Damayante To Nala In The Hour Of Exile

SHALT thou be conquered of a human fate 
My liege, my lover, whose imperial head 
Hath never bent in sorrow of defeat? 
Shalt thou be vanquished, whose imperial feet 
Have shattered armies and stamped empires dead? 
Who shall unking thee, husband of a queen? 
Wear thou thy majesty inviolate. 
Earth's glories flee of human eyes unseen, 
Earth's kingdoms fade to a remembered dream, 
But thine henceforth shall be a power supreme, 


Dazzling command and rich dominion, 
The winds thy heralds and thy vassals all 
The silver-belted planets and the sun. 
Where'er the radiance of thy coming fall, 
Shall dawn for thee her saffron footcloths spread, 
Sunset her purple canopies and red, 
In serried splendour, and the night unfold 
Her velvet darkness wrought with starry gold 
For kingly raiment, soft as cygnet-down. 
My hair shall braid thy temples like a crown 
Of sapphires, and my kiss upon thy brows 
Like çithar-music lull thee to repose, 
Till the sun yield thee homage of his light. 


O king, thy kingdom who from thee can wrest? 
What fate shall dare uncrown thee from this breast, 
O god-born lover, whom my love doth gird 
And armour with impregnable delight 
Of Hope's triumphant keen flame-carven sword? ",sad
661,"In Salutation to the Eternal Peace

Men say the world is full of fear and hate,
And all life's ripening harvest-fields await
The restless sickle of relentless fate.

But I, sweet Soul, rejoice that I was born,
When from the climbing terraces of corn
I watch the golden orioles of Thy morn.

What care I for the world's desire and pride,
Who know the silver wings that gleam and glide,
The homing pigeons of Thine eventide?

What care I for the world's loud weariness,
Who dream in twilight granaries Thou dost bless
With delicate sheaves of mellow silences?

Say, shall I heed dull presages of doom,
Or dread the rumoured loneliness and gloom,
The mute and mythic terror of the tomb?

For my glad heart is drunk and drenched with Thee,
O inmost wind of living ecstasy!
O intimate essence of eternity! 


",peace
662,"In The Bazaars of Hyderabad

What do you sell O ye merchants ?
Richly your wares are displayed.
Turbans of crimson and silver,
Tunics of purple brocade,
Mirrors with panels of amber,
Daggers with handles of jade.

What do you weigh, O ye vendors?
Saffron and lentil and rice.
What do you grind, O ye maidens?
Sandalwood, henna, and spice.
What do you call , O ye pedlars?
Chessmen and ivory dice.

What do you make,O ye goldsmiths?
Wristlet and anklet and ring,
Bells for the feet of blue pigeons
Frail as a dragon-fly’s wing,
Girdles of gold for dancers,
Scabbards of gold for the king.

What do you cry,O ye fruitmen?
Citron, pomegranate, and plum.
What do you play ,O musicians?
Cithar, sarangi and drum.
what do you chant, O magicians?
Spells for aeons to come.

What do you weave, O ye flower-girls
With tassels of azure and red?
Crowns for the brow of a bridegroom,
Chaplets to garland his bed.
Sheets of white blossoms new-garnered
To perfume the sleep of the dead. 
",sad
663,"In The Forest

HERE, O my heart, let us burn the dear dreams that are dead, 
Here in this wood let us fashion a funeral pyre 
Of fallen white petals and leaves that are mellow and red, 
Here let us burn them in noon's flaming torches of fire. 


We are weary, my heart, we are weary, so long we have borne 
The heavy loved burden of dreams that are dead, let us rest, 
Let us scatter their ashes away, for a while let us mourn; 
We will rest, O my heart, till the shadows are gray in the west. 

But soon we must rise, O my heart, we must wander again 
Into the war of the world and the strife of the throng; 
Let us rise, O my heart, let us gather the dreams that remain, 
We will conquer the sorrow of life with the sorrow of song. ",sad
664,"Indian Weavers

WEAVERS, weaving at break of day, 
Why do you weave a garment so gay? . . . 
Blue as the wing of a halcyon wild, 
We weave the robes of a new-born child.


Weavers, weaving at fall of night, 
Why do you weave a garment so bright? . . . 
Like the plumes of a peacock, purple and green, 
We weave the marriage-veils of a queen.


Weavers, weaving solemn and still, 
What do you weave in the moonlight chill? . . . 
White as a feather and white as a cloud, 
We weave a dead man's funeral shroud. 
",peace
665,"Life

CHILDREN, ye have not lived, to you it seems 
Life is a lovely stalactite of dreams, 
Or carnival of careless joys that leap 
About your hearts like billows on the deep 
In flames of amber and of amethyst. 


Children, ye have not lived, ye but exist 
Till some resistless hour shall rise and move 
Your hearts to wake and hunger after love, 
And thirst with passionate longing for the things 
That burn your brows with blood-red sufferings. 


Till ye have battled with great grief and fears, 
And borne the conflict of dream-shattering years, 
Wounded with fierce desire and worn with strife, 
Children, ye have not lived: for this is life. 
",sad
666,"My Dead Dream

HAVE YOU found me, at last, O my Dream? Seven eons ago 
You died and I buried you deep under forests of snow. 
Why have you come hither? Who bade you awake from your sleep 
And track me beyond the cerulean foam of the deep? 


Would you tear from my lintels these sacred green garlands of leaves? 
Would you scare the white, nested, wild pigeons of joy from my eaves? 
Would you touch and defile with dead fingers the robes of my priest? 
Would you weave your dim moan with the chantings of love at my feast? 

Go back to your grave, O my Dream, under forests of snow, 
Where a heart-riven child hid you once, seven eons ago. 
Who bade you arise from your darkness? I bid you depart! 
Profane not the shrines I have raised in the clefts of my heart. ",sad
667,"Past and Future

The new hath come and now the old retires: 
And so the past becomes a mountain-cell, 
Where lone, apart, old hermit-memories dwell 
In consecrated calm, forgotten yet 
Of the keen heart that hastens to forget 
Old longings in fulfilling new desires. 


And now the Soul stands in a vague, intense 
Expectancy and anguish of suspense, 
On the dim chamber-threshold . . . lo! he sees 
Like a strange, fated bride as yet unknown, 
His timid future shrinking there alone, 
Beneath her marriage-veil of mysteries. ",sad
668,"Street Cries

WHEN dawn's first cymbals beat upon the sky, 
Rousing the world to labour's various cry, 
To tend the flock, to bind the mellowing grain, 
From ardent toil to forge a little gain, 
And fasting men go forth on hurrying feet, 
Buy bread, buy bread, rings down the eager street. 


When the earth falters and the waters swoon 
With the implacable radiance of noon, 
And in dim shelters koïls hush their notes, 
And the faint, thirsting blood in languid throats 
Craves liquid succour from the cruel heat, 
Buy fruit, buy fruit, steals down the panting street.


When twilight twinkling o'er the gay bazaars, 
Unfurls a sudden canopy of stars, 
When lutes are strung and fragrant torches lit 
On white roof-terraces where lovers sit 
Drinking together of life's poignant sweet, 
Buy flowers, buy flowers, floats down the singing street. 
",sad
669,"Suttee

LAMP of my life, the lips of Death 
Hath blown thee out with their sudden breath; 
Naught shall revive thy vanished spark . . . 
Love, must I dwell in the living dark? 


Tree of my life, Death's cruel foot 
Hath crushed thee down to thy hidden root; 
Nought shall restore thy glory fled . . . 
Shall the blossom live when the tree is dead? 


Life of my life, Death's bitter sword 
Hath severed us like a broken word, 
Rent us in twain who are but one . . 
Shall the flesh survive when the soul is gone? ",sad
670,"The Pardah Nashin

HER life is a revolving dream 
Of languid and sequestered ease; 
Her girdles and her fillets gleam 
Like changing fires on sunset seas; 
Her raiment is like morning mist, 
Shot opal, gold and amethyst. 


From thieving light of eyes impure, 
From coveting sun or wind's caress, 
Her days are guarded and secure 
Behind her carven lattices, 
Like jewels in a turbaned crest, 
Like secrets in a lover's breast. 


But though no hand unsanctioned dares 
Unveil the mysteries of her grace, 
Time lifts the curtain unawares, 
And Sorrow looks into her face . . . 
Who shall prevent the subtle years, 
Or shield a woman's eyes from tears? 
",sad
671,"The Poet To Death

TARRY a while, O Death, I cannot die 
While yet my sweet life burgeons with its spring; 
Fair is my youth, and rich the echoing boughs 
Where dhadikulas sing. 


Tarry a while, O Death, I cannot die 
With all my blossoming hopes unharvested, 
My joys ungarnered, all my songs unsung, 
And all my tears unshed. 


Tarry a while, till I am satisfied 
Of love and grief, of earth and altering sky; 
Till all my human hungers are fulfilled, 
O Death, I cannot die! 
",peace
672,"The Soul's Prayer

In childhood's pride I said to Thee: 
'O Thou, who mad'st me of Thy breath, 
Speak, Master, and reveal to me 
Thine inmost laws of life and death. 

'Give me to drink each joy and pain 
Which Thine eternal hand can mete, 
For my insatiate soul can drain 
Earth's utmost bitter, utmost sweet. 

'Spare me no bliss, no pang of strife, 
Withhold no gift or grief I crave, 
The intricate lore of love and life 
And mystic knowledge of the grave.' 

Lord, Thou didst answer stern and low: 
'Child, I will hearken to thy prayer, 
And thy unconquered soul shall know 
All passionate rapture and despair. 

'Thou shalt drink deep of joy and fame, 
And love shall burn thee like a fire, 
And pain shall cleanse thee like a flame, 
To purge the dross from thy desire. 

'So shall thy chastened spirit yearn 
To seek from its blind prayer release, 
And spent and pardoned, sue to learn 
The simple secret of My peace. 

I, bending from my sevenfold height, 
Will teach thee of My quickening grace, 
Life is a prism of My light, 
And Death the shadow of My face.' 
",peace
673,"To A Buddha Seated On A Lotus

LORD BUDDHA, on thy Lotus-throne, 
With praying eyes and hands elate, 
What mystic rapture dost thou own, 
Immutable and ultimate? 
What peace, unravished of our ken, 
Annihilate from the world of men? 

The wind of change for ever blows 
Across the tumult of our way, 
To-morrow's unborn griefs depose 
The sorrows of our yesterday. 
Dream yields to dream, strife follows strife, 
And Death unweaves the webs of Life.

For us the travail and the heat, 
The broken secrets of our pride, 
The strenuous lessons of defeat, 
The flower deferred, the fruit denied; 
But not the peace, supremely won, 
Lord Buddha, of thy Lotus-throne. 

With futile hands we seek to gain 
Our inaccessible desire, 
Diviner summits to attain, 
With faith that sinks and feet that tire; 
But nought shall conquer or control 
The heavenward hunger of our soul. 

The end, elusive and afar, 
Still lures us with its beckoning flight, 
And all our mortal moments are 
A session of the Infinite. 
How shall we reach the great, unknown 
Nirvana of thy Lotus-throne? 
",sad
674,"To The God of Pain

UNWILLING priestess in thy cruel fane, 
Long hast thou held me, pitiless god of Pain, 
Bound to thy worship by reluctant vows, 
My tired breast girt with suffering, and my brows 
Anointed with perpetual weariness. 
Long have I borne thy service, through the stress 
Of rigorous years, sad days and slumberless nights, 
Performing thine inexorable rites. 


For thy dark altars, balm nor milk nor rice, 
But mine own soul thou'st ta'en for sacrifice: 

All the rich honey of my youth's desire, 
And all the sweet oils from my crushed life drawn, 
And all my flower-like dreams and gem-like fire 
Of hopes up-leaping like the light of dawn. 


I have no more to give, all that was mine 
Is laid, a wrested tribute, at thy shrine; 
Let me depart, for my whole soul is wrung, 
And all my cheerless orisons are sung; 
Let me depart, with faint limbs let me creep 
To some dim shade and sink me down to sleep. ",sad
675,"To Youth

O YOUTH, sweet comrade Youth, wouldst thou be gone? 
Long have we dwelt together, thou and I; 
Together drunk of many an alien dawn, 
And plucked the fruit of many an alien sky. 


Ah, fickle friend, must I, who yesterday 
Dreamed forwards to long, undimmed ecstasy, 
Henceforward dream, because thou wilt not stay, 
Backward to transient pleasure and to thee? 


I give thee back thy false, ephemeral vow; 
But, O beloved comrade, ere we part, 
Upon my mournful eyelids and my brow 
Kiss me who hold thine image in my heart. ",sad
676,"Transcience

Nay, do not grieve tho' life be full of sadness,
Dawn will not veil her spleandor for your grief,
Nor spring deny their bright, appointed beauty
To lotus blossom and ashoka leaf.

Nay, do not pine, tho' life be dark with trouble,
Time will not pause or tarry on his way;
To-day that seems so long, so strange, so bitter,
Will soon be some forgotten yesterday.

Nay, do not weep; new hopes, new dreams, new faces,
The unspent joy of all the unborn years,
Will prove your heart a traitor to its sorrow,
And make your eyes unfaithful to their tears. ",sad
677,"Village Song

HONEY, child, honey, child, whither are you going? 
Would you cast your jewels all to the breezes blowing? 
Would you leave the mother who on golden grain has fed you? 
Would you grieve the lover who is riding forth to wed you?


Mother mine, to the wild forest I am going, 
Where upon the champa boughs the champa buds are blowing; 
To the köil-haunted river-isles where lotus lilies glisten, 
The voices of the fairy folk are calling me: O listen!


Honey, child, honey, child, the world is full of pleasure, 
Of bridal-songs and cradle-songs and sandal-scented leisure. 
Your bridal robes are in the loom, silver and saffron glowing, 
Your bridal cakes are on the hearth: O whither are you going?


The bridal-songs and cradle-songs have cadences of sorrow, 
The laughter of the sun to-day, the wind of death to-morrow. 
Far sweeter sound the forest-notes where forest-streams are falling; 
O mother mine, I cannot stay, the fairy-folk are calling. 
",sad
678,"Defining Peace 

The first smile of newly born baby is peace 
Mother’s love for the baby is peace 
Parenting the baby is peace 
Become a part of growing process of the baby is peace 
Peace is opposite of violence 
Peace is Truth, Order and Harmony 
Peace is love, affection and empathy 
Equity, sustainability and eco-friendly 
Peace is a source of energy 
Creating spriton and then 
Proton, neutron and electron 
Peace creates life 
Consciousness is a product of peace and 
That of the universe and the life 
Peace is infinite and time and spaceless 
But creates temporal objects 
Peace is a bridge between ‘science and sprituality"" 
Peace provides life-support systems 
Creating resources and ecological equilibrium 
Peace creates prosperity 
With adoption of appropriate technology 
Peace is divine and material 
Peace stimulates wisdom 
And peaceful behavior 
To develop ecology and human systems 
Sustaining universal laws 
OH humans accept and develop 
The definition of peace for 
Creating one world-one peaceful global human family 
Without violence, wars and terrorism


",peace
679,"GLORY OF PEACE 
Day begins 
With visuals of material world 
Some virtual and some real 
But the ""INNERSELF"" is left alone

Craving to infuse truths of life 
The energy of peace which 
Is overshadowed either by poverty or 
By material-abundance 
Without a sense of enousness 
Eyes remain open seeing poverty and luxury 
Disregarding the consciousness 
Till the day ends 
Night takes us to beds with closed eyes 
Which is more bright to realise the truths 
Establishing connectivity with spriton 
Closing eyes are more powerful than open eyes 
Which arouse our consciousness 
To access peace energy 
That illuminates innerself and the outside world 
Which calls for closing of the eyes 
When eyes are open to enjoy the glory Of Peace
 
",peace
680,"PEACE-THE ULTIMATE TECHNOLOGY 
Peace comes when 
Ego is emitted out 
Amity spreads out 
Comforting other’ pain
Encashing human values and virtues 
Timeless is the nature of peace 
Enlightening the urge to 
Care for and share with all 
Harmony, order and 
Nobleness of heart and soul 
Owning the precious spriton that 
Luminates the innermost 
Only to spread truth, order and happiness 
Giving the solace to humanity 
Year after years to live happily in peace
PEACE, ECOLOGY AND HOMO SAPIENS 
Universal laws Give 
Birth to Mother Nature 
A Unique blending of beauty
Serenity, resources and harmony

Peace is inbuilt to Mother Nature 
The sun rise, sun set and bounty of 
Flora and fauna express peace 
Stimulating the innerness of 
Life forms transforming them 
Reptile to mammalian ones 
Ecology, the science of relationship 
Between life forms and their environment 
Based on the energy of peace 
Creates and dissolves 
To be again part of universal peace 
A wonderful and beautiful universe 
Would have been there 
With colorful peace and ecology 
But the misadventure of 
Homo sapiens 
Greedy and crooked 
Destroy peace and ecology 
Without peeping into their consciousness 
Beleiving more and more on virtuality 
As days pass by civilization after civilization 
Inviting the ""doomsday"" 
Which is not far away today
",peace
681,"
SEPTEMBER11,2001 AND PEACE 
September11,2001 
A day in human civilization 
A dark day of 
Terror
Dissolving thousands of lives 
Babies, children ,old and youths 
Without any reasons or rhymes 
Buried the innocent souls in the WTO 
The world’s most powerful Trade center 
Of mightiest Americans 
Who with all their wealth and prosperity 
Succumbed to un preccedent violence of death 
Prosperity devoid of peace failed to 
Counter the violence 
Giving a call for 
A new America’s war 
Will it be a war of violence or 
A war of Peace 
The science of time still not understood fully 
Will document in history the form in which 
The event will be acknowledged by the posterity 
But the message that PEACE is always victorious 
Will continue to rule the humanity till life continues 
In the biosphere.



",peace
682,"PEACE- MY HEART 
When I lost my only heart 
To a place where peace was absent 
I lost everything 
When I have forgotten
The love of peace 
The address of peace

What remains now 
A jilted soul with 
A strong desire to become 
A part of universal peace
 


",peace
683,"PEACE- MY LIFE 
I have laughed a lot 
Cried a lot 
For material adequacy and inadequacy 
Tears rolled out of my eyes
For the virtual objects
I was hankering after 
Life devoid of peace is no life 
Even with material abundance 
If peace does not find a place in a corner 
My life 
The rhythm of my wave of life continues 
In a vegetative manner.


",peace
684,"PEACE AND DRAMA OF UNIVERSE 
When I ask for peace 
I get violence 
Under the pretension of peace 
Gazing at the sun, moon and universe 
Ignites my soul towards peace

For a transitory period 
Present culture of humanity 
Snatches away even that transitory peace 
And throws me to an environment 
Of inaccessible inner, domestic and global peace 
I love peace 
Desires to contribute to peace 
But violent human environment 
Dramatise my emotion 
Not to utilize my potential of peace power 
For the benefit of humanity 
Creating roadblocks 
And a desire arises to 
Request my spirton to leave the body 
For merging with universal peace 
Let the drama of universe 
Decide my role towards peace 
Anything may unfold in the drama 
But I shall be at peace for ever
 
 

PEACEFULLY 
IN THIS BEAUTIFUL WORLD.",peace
685,"PEACE POEMS -- MILLENNIUM DEVELOPMENT GOALS

Without fear, desperation and terrorism 
And with love , affection, compassion, and equilibrium 
To live with security, comfort and happiness
And with truth, order and harmony
But development goals adopted in last two millenniums

Have failed creating more and more pessimisms 
Raising serious apprehension 
For survival of humans 
In the planet earth and cosmic world 
Instead of creative construction 
Creative destruction has increased manifold 
In the last two millenniums 
Because of in equilibrium relationship between 
“spiriton and atom” 
“non-matter and matter” 
and gradually loss of reins 
by the mind (The driver) 
on the five senses 
human body 
leading it to the path of suicide 
and to a process self combustion of matter 
Reverting back to a stage of status-quo 
Of “nothingness” which was there before 
“The Big Bang” 
With absolute peace of spiriton of universe 
Without giving any scope to Big Bang 
Development goals of third millennium calls for 
Evaluation of goals of last two millenniums 
So that appropriate intellectualism 
Without any discrimination and inequity in use of atom 
And learning the principles of spiriton linked to atom 
Deepening our roots with oneness, friendship, compassion, cooperation 
Love ,caring, sharing, tolerance and value education 
Truth, order and harmony to be inbuilt to goals 
To meet the material needs of all 
With the principle of humanitarianism and biosphereism 
All such elements constitute peace technology concept 
Collectively represent spiriton and atom oncology 
To erase violence from the mind and 
Root out terrorism from the mortal world 
OH humans accept millennium development goals 
As peace with its sources and constituents of technology 
To ensure saga of humanity 
To continue in the biosphere 
Through designing human activities 
both for biosphere and human peace 
for making millennium development goals 
peaceful, sustainable and vibrant 
free of crime, violence and terrorism root.  


",peace
686,"A call to the Mother-to-be of the World
 
Adam and Eve 
Adam is seed 
Eve is soil 
Seeds put in Eve 
makes Eve pregnant
Mother-to-be 
The seed and soil 
relationship results 
in creation of a life 
Man and Women relation 
like seed and soil passages 
through different stages 
of childhood, adulthood and old 
Nothing remains static 
science of time is least understood 
And in no time childhood transforms to old age 
Human body craves for satisfaction 
of biological, sexual, and metabolical needs 
Manage the three stages of life 
Especially the adulthood 
Enjoy material objects, sex, places 
And relationship 
In a responsible manner 
to ensure bright future of your progeny 
After all that mother-to- be stage arrives 
to create a new life 
only with the energy of PEACE 
Understand and cultivate your mind 
remembering that an offspring is not 
the product of vulgar sex 
Neither it is product of disco or dating 
Quality of offspring is determined by 
internal impulses of mother's body 
and family, community and society impulses 
to mould his/her life-body-mind relationship 
here the peace energy modulates 
More the peace- consciousness energy 
the child in the mother's womb vibrates 
with peace energy 
resulting in creation of a peaceful 
human being without any violence mind 
oh mothers -to- be of the world 
learn the techniques of infusing peace 
energy to your child in the womb 
to create a peaceful offspring 
who will enrich your life with real 
joy and making you proud 
who will spread the fragrance of peace 
throughout the world 
to make our planet earth ""Green and Peace""-A place to live in peace and prosperity 
Will you not do it? 
Do it to spend a meaningful life
",peace
687,"""PEACE POEM"" FOR CHILDREN - CALL TO CHILDREN OF THE WORLD
OH CHILDREN 
YOU ARE SO SWEET 
SO PURE AND SERENE 
YOUR HEART, MIND AND SOUL 
SPREAD FRAGRANCE OF

PEACE HAPPINESS AND EMPATHY 
RETAIN THE FRAGRANCE 
WHEN YOU GROW UP 
FOR IGNITING YOUR INNER PEACE 
THE SOURCE OF ""CONSCIOUS ENERGY"" 
THAT MAKE YOUR LIFE-BODY-MIND 
TO INTERACT WITH ""MATTER"" 
FOR ENJOYING WORLDLY COMFORTS 
OF SECURITY AND HAPPINESS 
BUT COMFORT FROM ""MATTER"" 
GIVES YOU VIRTUAL HAPPINESS 
WHEREAS REAL HAPPINESS COMES FROM 
""NON-MATTER""-LOVE, AFFECTION, EMPATHY 
TOLERANCE, CONCERN FOR OTHERS 
SENSE OF ENOUGH NESS OF MATERIALISTIC PRODUCTS 
SO THAT YOU SHARE AND CARE FOR 
OTHER CHILDREN OF THE WORLD 
TO ACQUIRE ULTIMATE OBJECT OF 
YOUR LIFE- THE PEACE 
TO LEARN MORE, CULTIVATE YOUR MIND 
ASK YOUR TEACHERS 
TO EXPLAIN YOU THE INGREDIENTS 
OF PEACE 
SO THAT TEACHERS BECOME AWARE 
AND DEVELOP YOU AS 
A PEACEFUL HUMAN BEING 
SPREADING THE SWEETNESS OF PEACE 
WITHIN YOU AND ALL AROUND YOU 
CREATING ONE WORLD-ONE PEACEFUL GLOBAL FAMILY. 
THEN ONLY YOU SURVIVE ",peace
688,"I HOLD YOU
In the silent space of my heart
I hold you
know you are going
forevermore apart
I keep you
in a silent space in my heart
You are dying
I am not crying
But inside a silence
I hold you
know you are dying
I keep you
while you are going
I hold you
I hope you know it
silent grieving, silent loving",sad
689,"WORDS CANNOT DESCRIBE  
WORDS CANNOT CONTAIN 
WORDS CANNOT                
words cannot describe
words cannot describe
your leaving
words cannot contain
words cannot contain
the pain of
your leaving
your dying
words are empty shells
words can only tell
the shell of the story
inside is the pain
inside I cry in vain
cannot
stop
your leaving
you don't want to go
my son
this story shows
your pain 
at your leaving                    
my son 
if I could hot 
the pain
your pain
I would you know
my heart
can't contain the grief
of your leaving
my heart cannot contain
my longing in vain
to change
your dying
my son
I cry again
inside my shell of pain
my shell it cracks
my life it lacks
words to contain
your leaving
words cannot describe
words can't bring alive
my son who has died
leaving
a child 
grandson of mine
just three
and you have died
words cannot contain
can't bring alive
my son who has died
his life just begun
a three year old son
a wife by his side
her grief like a tide
no holding it contained
a world of love and pain
my son
my son
I lack words
but I hope you can hear
the love so near
the love like a tide
the grief that you have died
I just cannot believe
my son
I am numb
my son
I can't believe
my son
I am numb
my son
has died",sad
690,"SADNESS IN YOUR EYES 

sadness
in your eyes
sadness
but you don't cry
sadness
it's not about
goodbye
it's
the love has died

sadness
you can't try
to pretend      pretend
it's not goodbye
sadness      sadness
in your eyes 
sadness
in my eyes ",sad
691,"BROUGHT TO GRIEF BY LOVE

I am brought to grief
brought to grief
I am touched by caring
warmed by kindness

 disarmed

Yes I am brought to grief by love

A man is dying of Aids
He can no longer hide
that he is gay
from the small straight 
tight-knit tight-lipped 
community
where he has taught math 
 for twenty-three years
He expects censure
He receives 

an outpouring of caring

And I am 
brought to grief
brought to grief
I am touched by the caring
warmed by the kindness
disarmed

Yes I am brought to grief by love

A woman is raped
in an old pick-up truck
A man is dying
shot in the guts

I am a rock

But I am brought to grief
brought to grief
I am touched by caring
warmed by kindness

disarmed

Yes I am brought to grief by love

A child is outside
not the same
out of luck
not Jewish
not Christian
not French
not Wasp

I am a rock

The child is included
by a child
by the teacher
in a game
on the street

I am disarmed by the caring

Instead of disapproval,
love
Instead of exclusion,
 love
Yes, I am brought to grief

brought to grief
I am touched by caring
warmed by kindness
disarmed

Yes I am brought to grief by love
",sad
692,"THE NIGHT BEFORE THE FOREVER DARK

the night before the dark
the day before the forever night
the evening before the total dark
the closing of my father's mind

I fall down crying in a dream
he has died
and I have not said good-bye
because he lives
at moments
because he flickers
in and out

so on
the day before the forever night
I still
see him
my father
alive

his mind
is not yet
forever dark
it blinks in and out

he asks
he asks questions
like a child
he wonders like a child

the cat has a second litter of kittens
so she is, he says, a grandmother now
no, she is, once more, a mother, I reply
oh, he goes, not sure
why this time she is not a grandmother
a few minutes later, he again says,
so she is a grandmother now

he is seventy-four
so young, so very young
he is the age to be a grandfather
and he has no grandchild

he is not
forever young

but on the night
before the total dark
I hold him in my heart
in my wakeful mind

and wonder
where has the time gone?

I am your daughter
I used to be a child
your child
I am not a child
though still your child

and on this night
before the forever dark
I ask
what has happened
to my father
with his questioning, ever-wondering mind?",sad
